title,price,isbn,publication_year,language,cover_type,pages_number,author_id,publisher_id,book_id,genre,rating
Аварийная посадка,2700.0,9785389224681,2023.0,Russian,Hard,48.0,1496,15,2364,Self-Help,1.8
Сокровище острова Бузины,2700.0,9785389221802,2023.0,Russian,Hard,56.0,1496,15,2365,History,1.4
Тайна древнего рудника,2700.0,9785389224698,2023.0,Russian,Hard,48.0,1496,15,2366,Self-Help,3.8
Пропавшая шляпа,2700.0,9785389221819,2023.0,Russian,Hard,56.0,1496,15,2367,Fantasy,3.5
Лесной воришка,2700.0,9785389220294,2023.0,Russian,Hard,56.0,1496,15,2368,Fantasy,3.8
По следам великана,2700.0,9785389220300,2023.0,Russian,Hard,56.0,1496,15,2369,Fiction,2.6
"Сказки Волшебного леса: Лесной воришка, Сокровища острова Бузины",3200.0,9785389145184,2023.0,Russian,Hard,96.0,1496,15,2370,Science Fiction,0.8
Сказки. Пушкин,4700.0,9785389194434,2023.0,Russian,Hard,136.0,389,15,2371,Romance,2.0
Каскадёр. Сказки Картонного городка,2900.0,9785389200340,2023.0,Russian,Hard,64.0,1496,15,2372,Biography,0.8
Переполох в мышином семействе. Сказки Картонного городка,2900.0,9785389200319,2023.0,Russian,Hard,64.0,1496,15,2373,Romance,2.0
Доктор Кот. Пропавшая Овечка,2900.0,9785389174290,2023.0,Russian,Hard,48.0,1496,15,2374,Biography,0.0
Друзья навсегда,2800.0,9785389179219,2023.0,Russian,Hard,32.0,1496,15,2375,Thriller,2.4
Приключения малыша Николя,5500.0,9785389211902,2023.0,Russian,Hard,480.0,1440,15,2376,Biography,4.4
Рождественский Поросёнок,6200.0,9785389199798,2023.0,Russian,Hard,288.0,74,15,2377,History,3.6
"Турагентство ""Волшебные миры"". Книга 1",4300.0,9785389188396,2023.0,Russian,Hard,384.0,1496,15,2378,Mystery,0.1
Ведьмина служба доставки. Кн.2. Кики и новое колдовство,3700.0,9785389135116,2023.0,Russian,Hard,352.0,1417,15,2379,Science Fiction,1.8
Ведьмина служба доставки. Кн.3. Кики и другая ведьма,3200.0,9785389147959,2023.0,Russian,Hard,304.0,1417,15,2380,Biography,4.4
"Кот, который любил книги",4200.0,9785389190214,2023.0,Russian,Hard,224.0,1496,15,2381,Thriller,0.8
Как победить вампира,2200.0,9785389174795,2023.0,Russian,Hard,88.0,1496,15,2382,Fantasy,1.8
Кратчайшая история Вселенной: От Большого взрыва до наших дней,5300.0,9785389217218,2023.0,Russian,Hard,256.0,1496,15,2383,Fantasy,2.9
"Масоны, розенкрейцеры, каббалисты",5100.0,9785389218925,2023.0,Russian,Hard,240.0,1496,15,2384,Fiction,3.6
Привычка гения. Как одна привычка может полностью изменить вашу работу и вашу жизнь,4900.0,9785389151178,2023.0,Russian,Hard,304.0,1496,15,2385,Mystery,4.5
"Хагакурэ, или Сокрытое в листве",4700.0,9785389206021,2023.0,Russian,Hard,384.0,1496,15,2386,Biography,4.8
Friluftsliv: Норвежский ключ к счастливой жизни,4900.0,9785389217249,2023.0,Russian,Hard,272.0,1496,15,2387,Romance,3.6
Авиация: Инфографика полета,10500.0,9785389175181,2023.0,Russian,Hard,256.0,1496,15,2388,Biography,4.1
О войне. Важнейшие принципы войны,6400.0,9785389222106,2023.0,Russian,Hard,864.0,1496,15,2389,History,3.1
Дао дэ цзин. Суждения и беседы Конфуция. Чжуан-цзы,6500.0,9785389220423,2023.0,Russian,Hard,672.0,1496,15,2390,Self-Help,4.5
Битва за Арнем,6200.0,9785389160774,2023.0,Russian,Hard,592.0,1496,15,2391,Self-Help,0.7
Утраченное кафе «У Шиндлеров»,5700.0,9785389189300,2023.0,Russian,Hard,448.0,1496,15,2392,Fiction,2.9
Иллюстрированная история оружия: С древнейших времен до начала XIX века,6500.0,9785389217928,2023.0,Russian,Hard,432.0,1496,15,2393,Self-Help,2.8
Арденнская операция 1944: Последняя авантюра Гитлера,6200.0,9785389141452,2023.0,Russian,Hard,544.0,1496,15,2394,History,0.9
Собрание прозы в 4-х томах. Довлатов,23800.0,9785389127654,2023.0,Russian,Hard,,1341,15,2395,Thriller,0.6
История Израиля: От истоков сионистского движения до интифады начала XXI века,12700.0,9785389201637,2023.0,Russian,Hard,656.0,1496,15,2396,Fantasy,1.5
"Альфред Нобель. Биография человека, который изменил мир",9900.0,9785389176331,2023.0,Russian,Hard,688.0,1496,15,2397,Self-Help,1.2
Закат Западного мира. Очерки морфологии мировой истории,9100.0,9785389236387,2023.0,Russian,Hard,1152.0,1496,15,2398,Science Fiction,0.2
Опыты,9800.0,9785389216570,2023.0,Russian,Hard,1312.0,1496,15,2399,Science Fiction,1.7
Закат и падение Римской империи,9800.0,9785389218468,2023.0,Russian,Hard,1312.0,1496,15,2400,History,3.6
Дизайн оптических иллюзий. От теории к практике,14700.0,9785389168183,2023.0,Russian,Hard,256.0,1496,15,2401,Mystery,3.6
Создание атомной бомбы,12600.0,9785389143463,2023.0,Russian,Hard,1056.0,1496,15,2402,Science Fiction,2.8
Песнь о Нибелунгах = Das Nibelungenlied,5700.0,9785171523879,2023.0,Russian,Hard,400.0,1496,11,2403,Fiction,2.3
Облачные деньги,6700.0,9785171505936,2023.0,Russian,Hard,336.0,1496,11,2404,History,1.0
Моя вина,4100.0,9785171388362,2023.0,Russian,Hard,480.0,1496,11,2405,Biography,3.5
Детективы-футболисты. Тайна призрачного вратаря,4600.0,9785171370244,2023.0,Russian,Hard,320.0,1496,11,2406,Fantasy,4.7
Детективы-футболисты. Тайна невидимого пенальти,4600.0,9785171486389,2023.0,Russian,Hard,320.0,1496,11,2407,Romance,2.8
Детективы-футболисты. Загадка спящих арбитров,4700.0,9785171346621,2023.0,Russian,Hard,320.0,1496,11,2408,Romance,1.1
Панда за дверью,3900.0,9785171370336,2023.0,Russian,Hard,176.0,1496,11,2409,Mystery,2.2
Медведь и Гусик. Пора уже спать!,2300.0,9785171496647,2023.0,Russian,Hard,32.0,1496,11,2410,Non-Fiction,1.7
Медведь и Гусик. Пора уже домой!,2300.0,9785171496685,2023.0,Russian,Hard,32.0,1496,11,2411,Thriller,3.3
Ведьмочка Винни и её новый кот,4100.0,9785171456825,2023.0,Russian,Hard,144.0,1496,11,2412,Non-Fiction,3.0
Ведьмочка Винни и волшебный сад,4300.0,9785171497958,2023.0,Russian,Hard,144.0,1496,11,2413,Self-Help,1.9
Жужа. Большой альбом для совместного творчества с малышом 1+,4500.0,9785171496852,2023.0,Russian,Hard,120.0,1496,11,2414,Self-Help,2.2
Капа. Большой альбом для совместного творчества с малышом,4500.0,9785171497491,2023.0,Russian,Hard,120.0,1496,11,2415,Mystery,2.6
Кролик и Мишка. Вредина в лесу,3900.0,9785171539849,2023.0,Russian,Hard,112.0,1496,11,2416,Science Fiction,1.8
Кролик и Мишка. Пернатый задира,3900.0,9785171542658,2023.0,Russian,Hard,112.0,1496,11,2417,Fantasy,1.2
Легенды о драконах,5800.0,9785171500580,2023.0,Russian,Hard,64.0,1496,11,2418,Romance,1.4
Энциклопедия волшебных существ,5500.0,9785171503932,2023.0,Russian,Hard,64.0,1496,11,2419,Self-Help,1.0
Чистят ли монстры зубы?,3800.0,9785171106393,2023.0,Russian,Hard,32.0,1496,11,2420,Mystery,4.6
Оскар - голодный единорог,2100.0,9785171122287,2023.0,Russian,Hard,32.0,1496,11,2421,Fantasy,3.6
Китайские мифы для детей,6300.0,9785171192303,2023.0,Russian,Hard,208.0,1496,11,2422,Fantasy,0.9
Записки из Зелёного Бора. Заветная тайна Крота Фердинанда,6300.0,9785171516826,2023.0,Russian,Hard,304.0,1496,11,2423,Non-Fiction,0.6
Химия с Артемом Огановым,3700.0,9785171372941,2023.0,Russian,Hard,123.0,1496,11,2424,Thriller,1.2
Своими глазами с любовью и печалью,1800.0,9785958402786,2023.0,Russian,Hard,320.0,1496,118,2425,Romance,2.5
Дом,3800.0,9785907220751,2023.0,Russian,Hard,496.0,1496,118,2426,Romance,0.7
В гостях у Берроуза. Американская повесть,4400.0,9785907220973,2023.0,Russian,Hard,288.0,1496,118,2427,Romance,4.2
История французского психоанализа в лицах,4100.0,9785907358263,2023.0,Russian,Hard,272.0,1496,118,2428,Non-Fiction,2.7
Похитители счастья. Как справиться с депрессией,6900.0,9785907483750,2023.0,Russian,Hard,376.0,1496,118,2429,Fiction,1.0
Клиническая и социальная арт-терапия,6300.0,9785907085381,2023.0,Russian,Hard,400.0,1496,118,2430,Non-Fiction,4.2
Игры сюрреалистов,4400.0,9785907641082,2023.0,Russian,Hard,232.0,1496,118,2431,Science Fiction,4.2
Международное право. Переиздание 1909 г.,10800.0,9785907641129,2023.0,Russian,Hard,768.0,1496,118,2432,Mystery,1.3
Психиатрия в лицах пациентов,4500.0,9785907641471,2023.0,Russian,Hard,320.0,1496,118,2433,History,2.2
"Мои мемуары: о жизни, о счастье и немного физики",8700.0,9789939990545,2023.0,Russian,Hard,344.0,1496,8,2434,Self-Help,4.9
New horizons in geometry,20000.0,9780883853542,2023.0,English,Hard,526.0,1496,4,2435,Non-Fiction,1.7
Փայտե ուսուցողական քարտեզ․ ՀՀ և Արցախ,1000.0,4850029630278,2023.0,Armenian,,,1496,145,2436,Non-Fiction,3.4
Գույներ,1900.0,9789939662428,2023.0,Armenian,Hard,20.0,1496,13,2437,Self-Help,4.4
Իմ առաջին բառերը,1900.0,9789939662411,2023.0,Armenian,Hard,20.0,1496,13,2438,Mystery,2.7
Կենսարար մուտքեր․ Living portals,10000.0,9789939116440,2023.0,Armenian,Soft,170.0,1496,4,2439,Fantasy,3.6
Փոքրիկ Ջրահարսը,4990.0,9789939769233,2023.0,Armenian,Hard,40.0,1496,2,2440,Thriller,1.4
Գեղեցկուհին և Հրեշը,4990.0,9789939769264,2023.0,Armenian,Hard,40.0,1496,2,2441,Romance,1.6
Խաղալիքների պատմությունը,3990.0,9789939769295,2023.0,Armenian,Hard,72.0,1496,2,2442,Non-Fiction,1.1
Սառցե սիրտը (դիսնեյի դասական հեքիաթներ),3990.0,9789939763286,2023.0,Armenian,Hard,72.0,1496,2,2443,Science Fiction,2.6
Սառցե սիրտը 2,3990.0,9789939769288,2023.0,Armenian,Hard,72.0,1496,2,2444,Mystery,2.2
Ռապունցելը,3990.0,9789939769271,2023.0,Armenian,Hard,72.0,1496,2,2445,Mystery,2.2
Կայծկլտուն թևիկների գաղտնիքը,3990.0,9789939769257,2023.0,Armenian,Hard,72.0,1496,2,2446,Self-Help,1.0
Սարդ Մարդը,3990.0,9789939769301,2023.0,Armenian,Hard,72.0,1496,2,2447,Science Fiction,4.8
Թվեր և հաշվեձողիկներ,800.0,,2023.0,Armenian,Box,,1496,145,2448,Fantasy,2.6
Հույզերի կախարդական աշխարհում,4300.0,9789939042954,2023.0,Armenian,Box,,1496,4,2449,Romance,4.1
Սեղանի խաղ «LOGO»,6500.0,,2023.0,Armenian,Box,,1496,145,2450,Self-Help,4.7
Искусство и флора. От Аканта до Яблони,9500.0,9785387018091,2023.0,Russian,Ultrathin,320.0,1496,81,2451,Fantasy,0.5
Загадка Монтефельтро. Династия Медичи. Ренессанс в Италии,10900.0,9785387016851,2023.0,Russian,Ultrathin,288.0,1496,81,2452,Science Fiction,1.7
Բլօջիկներ խզբզե՞նք,2000.0,2002561000008,2023.0,Armenian,Soft,12.0,1496,4,2453,Fiction,2.3
Չինական առակներ,3000.0,9789939966106,2023.0,Armenian,Soft,,1496,9,2454,Mystery,3.6
Ես և շրջակա աշխարհը 3․ մաս 2,1450.0,9789939622255,2021.0,Armenian,Soft,81.0,1517,145,2455,Mystery,4.8
Թվային գրագիտություն և համակարգչային գիտություն 2: Աշխատանքային տետր,500.0,9789939990682,2023.0,Armenian,Soft,47.0,1496,8,2456,Thriller,3.0
Бхагавад-гита. Перевод Бориса Гребенщикова,2900.0,9785171500665,2023.0,Russian,Soft,224.0,1496,11,2457,Fiction,0.8
Super Minds Level 3 Workbook,4500.0,9781108909303,2022.0,English,Soft,130.0,1496,119,2458,Fantasy,3.7
Round Up Level 3 Students' Book/CD-Rom Pack,6000.0,9781408234945,2022.0,English,Soft,175.0,1496,146,2459,Mystery,1.8
New Round-Up. Starter. Student’s Book +CD,6000.0,9781408235034,2022.0,English,Soft,112.0,1496,146,2460,Mystery,2.9
"Գտիր ավելորդը, ուղղագրություն 7+",900.0,9789939045085,2023.0,Armenian,Box,,1496,145,2461,Science Fiction,2.5
"Գտիր ավելորդը, ուղղագրություն 12+, մաս 1",900.0,9789939045092,2023.0,Armenian,Box,,1496,145,2462,Science Fiction,3.6
"Գտիր ավելորդը, ուղղագրություն 12+, մաս 2",900.0,9789939045108,2023.0,Armenian,Box,,1496,145,2463,Romance,3.1
Ես թվերի աշխարհում գրքույկ,450.0,9789939042824,2023.0,Armenian,Soft,32.0,1518,145,2464,Biography,1.5
Ուրախ ժամանց 3,500.0,9789939045078,2023.0,Armenian,Soft,20.0,1518,145,2465,Mystery,2.3
Ուրախ ժամանց 2,500.0,9789939042817,2023.0,Armenian,Soft,20.0,1518,145,2466,Non-Fiction,2.9
Ուրախ ժամանց 1,500.0,9789939042800,2023.0,Armenian,Soft,16.0,1518,145,2467,Mystery,0.2
"Մաթեմատիկա 2, 1-ին մաս",2000.0,9789939990231,2023.0,Armenian,Soft,,1200,8,2468,Science Fiction,2.0
Մաթեմատիկա 2: Մաս 1. Աշխատանքային տետր 2,400.0,9789939990675,2023.0,Armenian,Soft,,1200,8,2469,History,1.0
Մաթեմատիկա 2: Մաս 1. Աշխատանքային տետր 1,400.0,9789939990668,2023.0,Armenian,Soft,,1200,8,2470,History,4.5
Հարկային հանցագործությունների քրեաիրավական և կրիմինոլոգիայի հիմնախնդիրները ըստ ՀՀ և ՌԴ օրենսդրության,8000.0,2002557000005,2023.0,Armenian,Hard,216.0,1496,4,2471,Mystery,4.4
Հուշեր,15000.0,9789939927015,2023.0,Armenian,Hard,352.0,1496,4,2472,Thriller,1.5
Սարգիս Թերզյան․ Կատալոգ,15000.0,9789939961613,2023.0,Armenian,Flexible,124.0,1496,4,2473,History,3.3
"The Anthology of Armenian Poets, Volume II",6000.0,9789939760261,2023.0,English,Hard,182.0,1496,2,2474,Biography,1.6
Ծնունդդ շնորհավոր,7000.0,2002554000008,2023.0,Armenian,,,1496,4,2475,Fiction,2.9
Ինչպես Արենն օգնեց արքայազնին սովորել,12000.0,2002552000000,2023.0,Armenian,Hard,,1496,4,2476,Science Fiction,0.7
Սուպերհերոս Անահիտի արկածները,13000.0,2002553000009,2023.0,Armenian,Hard,,1496,4,2477,Fantasy,1.7
"Обо всем понемногу, книга 2",2500.0,,2023.0,Russian,Hard,42.0,888,5,2478,Self-Help,4.1
Симпсоны. Вся правда и немного неправды от старейшего сценариста сериала,5900.0,9785041132545,2023.0,Russian,Hard,320.0,1496,35,2479,Mystery,3.4
Карло Анчелотти.Автобиография,5700.0,9785699915958,2023.0,Russian,Hard,352.0,1496,35,2480,History,2.6
Как устроена экономика,6900.0,9785001952855,2023.0,Russian,Hard,320.0,1496,35,2481,Science Fiction,1.3
Чистая архитектура. Искусство разработки программного обеспечения,6300.0,9785446107728,2023.0,Russian,Hard,352.0,1496,33,2482,Romance,0.8
Сам себе психолог (#экопокет),2800.0,9785446114962,2023.0,Russian,Soft,288.0,1496,33,2483,History,2.7
Мудрость психопатов (#экопокет),2900.0,9785446120048,2023.0,Russian,Soft,352.0,1496,33,2484,Mystery,2.7
Искусство психотерапевта,7900.0,9785446122981,2023.0,Russian,Hard,368.0,1496,33,2485,Romance,3.7
Я - выкидыш Станиславского,5300.0,9785171266073,2023.0,Russian,Hard,352.0,1496,11,2486,Thriller,1.0
Путь домохозяина. Том 4,4900.0,9785171559779,2023.0,Russian,Hard,160.0,1496,11,2487,Non-Fiction,4.1
Путь домохозяина. Том 3,4900.0,9785171534738,2023.0,Russian,Hard,160.0,1496,11,2488,Self-Help,0.6
Путь домохозяина. Том 2,4900.0,9785171529451,2023.0,Russian,Hard,160.0,1496,11,2489,Fantasy,1.1
Путь домохозяина. Том 1,4900.0,9785171515171,2023.0,Russian,Hard,160.0,1496,11,2490,Fantasy,1.6
Полный курс итальянского языка для продолжающих,4700.0,9785171491772,2023.0,Russian,Soft,640.0,1496,11,2491,Romance,4.2
Итальянский язык. 4-в-1,2500.0,9785171479381,2023.0,Russian,Soft,288.0,1496,11,2492,Science Fiction,2.0
Хлопок одной ладонью,5900.0,9785001393016,2023.0,Russian,Hard,542.0,1496,28,2493,Biography,1.2
Управление цепочками поставок и логистикой простыми словами,7900.0,9785206000023,2023.0,Russian,Hard,366.0,1496,28,2494,Non-Fiction,1.1
Как вытащить из данных максимум,5700.0,9785961475630,2023.0,Russian,Hard,256.0,1496,28,2495,History,3.7
Каирские хроники хозяйки книжного магазина,5300.0,9785961475821,2023.0,Russian,Hard,272.0,1496,28,2496,Thriller,1.9
PROзакупки : Полный курс для предпринимателей,5800.0,9785206000788,2023.0,Russian,Hard,349.0,1496,28,2497,Biography,4.5
Быстрый старт: Проверенная методика запуска стартапа,5800.0,9785961472820,2023.0,Russian,Soft,400.0,1496,28,2498,History,2.9
Ford против Ferrari,5800.0,9785961476569,2023.0,Russian,Hard,374.0,1496,28,2499,Fantasy,2.0
Витязь в тигровой шкуре,1700.0,9785389141612,2023.0,Russian,Soft,272.0,1496,15,2500,Mystery,2.3
Երկար ու բարակ քառասուն առակ,3500.0,9789939962405,2023.0,Armenian,Soft,103.0,1496,4,2501,Thriller,4.8
Այդպես լինում է հեքիաթում,2500.0,9789939962351,2023.0,Armenian,Soft,71.0,1496,4,2502,Self-Help,1.9
Շուտով դպրոց,2500.0,9789939115634,2022.0,Armenian,Soft,32.0,1519,145,2503,Science Fiction,1.5
Ֆուտբոլին հաջորդող գիշերը․ երկրպագուի օրագիր,5850.0,9789939116334,2023.0,Armenian,Hard,272.0,1520,145,2504,Non-Fiction,3.2
Yooo Cook․ The First Armenian Kitchen Encyclopedia,28000.0,9789939116877,2023.0,English,Soft,436.0,1521,145,2505,Thriller,4.1
Օջախիս երկրաշարժը,4200.0,9789939042879,2023.0,Armenian,Soft,250.0,1496,4,2506,Mystery,2.9
Ռուսական անթոլոգիա,3500.0,9789939966045,2023.0,Armenian,Soft,180.0,1496,9,2507,Self-Help,0.2
Ռուսական անթոլոգիա,4500.0,2002522000009,2023.0,Armenian,Hard,180.0,1496,9,2508,Romance,4.3
Շահան Շահնուր․ Եռահատոր,12000.0,2002517000007,2023.0,Western Armenian,Soft,,623,4,2509,Biography,0.0
Ես և շրջակա աշխարհը 2․ մաս 2,1450.0,9789939621913,2021.0,Armenian,Soft,73.0,1517,145,2510,History,0.9
Մայրենի 2-1,1450.0,9789939621784,2023.0,Armenian,Soft,80.0,1522,145,2511,Fantasy,4.6
Ես և շրջակա աշխարհը 2․ մաս 1,1450.0,9789939621906,2021.0,Armenian,Soft,81.0,1517,145,2512,Romance,1.3
Մայրենի 3-2,1450.0,9789939622293,2023.0,Armenian,Soft,150.0,1522,145,2513,Thriller,2.4
Setting Sun,10500.0,9780811200325,2023.0,English,Soft,175.0,1496,147,2514,Mystery,0.7
Մրջյուն Սևիկը - Հյուրասիրություն,1100.0,9789939114651,2023.0,Armenian,Hard,8.0,1523,145,2515,Mystery,1.3
Մրջյուն Սևիկը - Ընկերները,1100.0,2009924256324,2023.0,Armenian,Hard,5.0,1523,145,2516,Biography,3.7
Մրջյուն Սևիկը - Մեղուների օգնականը,1100.0,2009924256331,2023.0,Armenian,Hard,5.0,1523,145,2517,Fantasy,2.7
New Adventures of Bluey and Pinky,3500.0,9789939689852,2023.0,English,Hard,31.0,1496,145,2518,Self-Help,3.6
Bluey and Pinky Go to School,3500.0,9789939689593,2023.0,English,Hard,28.0,1524,145,2519,Romance,1.5
Թագավորն ու վիշապը,2200.0,9789939689944,2023.0,Armenian,Hard,20.0,1525,145,2520,Mystery,1.9
Նռան հատիկներ,2200.0,9789939689951,2023.0,Armenian,Hard,17.0,1525,145,2521,Self-Help,4.5
ԲոՊոյի մոլորակում. Կախարդական հեռադիտակը,5500.0,9789939044583,2023.0,Armenian,Hard,12.0,1526,145,2522,Non-Fiction,3.8
Շելա,2500.0,9789939928883,2023.0,Armenian,Soft,144.0,1527,145,2523,Science Fiction,0.9
Нагори. Тоска по уходящему сезону,5300.0,9785911036324,2023.0,Russian,Soft,144.0,1496,115,2524,Romance,2.8
Лето с Монтенем,5300.0,9785911035501,2023.0,Russian,Soft,112.0,1496,115,2525,Non-Fiction,0.2
"Расширенная картина. Женщины, изменившие мир искусства",10800.0,9785911035099,2023.0,Russian,Hard,112.0,1496,115,2526,Non-Fiction,1.2
"Привет, Петербург!",9800.0,9785911036577,2023.0,Russian,Hard,40.0,1496,115,2527,Fantasy,2.2
"Привет, Москва!",7800.0,9785911036003,2023.0,Russian,Hard,40.0,1496,115,2528,Self-Help,1.0
Кофейня. Мой первый бизнес,5300.0,9785911035648,2023.0,Russian,Hard,44.0,1496,115,2529,Romance,0.6
Лето с Бодлером,5300.0,9785911036355,2023.0,Russian,Soft,128.0,1496,115,2530,Biography,0.4
Весь мир в 100 произведениях искусства,10300.0,9785911035983,2023.0,Russian,Hard,100.0,1496,115,2531,Non-Fiction,0.2
Пластик. Вредный и полезный,7200.0,9785001672920,2023.0,Russian,Hard,36.0,1496,78,2532,Biography,4.6
Квартетные сказки,7200.0,9785001673378,2023.0,Russian,Hard,96.0,1496,78,2533,Romance,0.7
Дневник кота-убийцы. Все истории,8400.0,9785001671879,2023.0,Russian,Hard,350.0,1496,78,2534,Non-Fiction,0.7
"Յոգի․ Յոգայի քարտեր, հաճույքով սովորելու համար",4000.0,9785807709592,2023.0,Armenian,Box,,1496,39,2535,Fantasy,3.1
Կըռ,5000.0,9789939116198,2023.0,,Hard,148.0,1528,145,2536,Fiction,0.6
Արարիր ինչպես ուզում ես,7000.0,9789939042794,2022.0,Armenian,Soft,18.0,1496,4,2537,Mystery,1.8
Մուշի տարօրինակ ճամփորդությունը․ Ներկի՛ր հերոսներին,1000.0,2002397000005,2023.0,Armenian,Soft,16.0,1496,1,2538,Self-Help,1.4
Բրիտանական պատմություններ,5000.0,9789939926353,2023.0,Armenian,Hard,432.0,1529,145,2539,Self-Help,3.4
Փիսոն գնում է գրադարան,1850.0,9789939930022,2023.0,Armenian,Hard,20.0,1530,145,2540,Science Fiction,0.5
Փոքրիկ ճամփորդություններ,4500.0,9789939990170,2023.0,Armenian,Flexible,125.0,1496,8,2541,Science Fiction,1.7
Ես իմ անուշ Հայաստանի,9900.0,2009923982606,2023.0,,Hard,107.0,5,13,2542,Fiction,4.1
Եգիպտագիտություն,9900.0,9789939661919,2023.0,Armenian,Hard,16.0,1496,13,2543,Fiction,1.6
"Գրիր-նկարիր-ջնջիր ""Փոքրիկների համար""",1900.0,2009924098924,2023.0,Armenian,Box,,1496,13,2544,Fantasy,2.2
"Գրիր-ջնջիր ""Սովորում ենք գրել տառերը""",1900.0,2009924098948,2023.0,Armenian,Box,,1496,13,2545,History,3.5
"Գրիր-նկարիր-ջնջիր ""Փոխադրամիջոցներ""",1900.0,2009924098931,2023.0,Armenian,Box,,1496,13,2546,Non-Fiction,0.2
"Գրիր-նկարիր-ջնջիր ""Սովորում ենք տառերն ու թվերը""",1900.0,2009924098955,2023.0,Armenian,Box,,1496,13,2547,Mystery,3.2
Գիտելիքների աշխարհում. Միջատների զարմանալի աշխարհը,1000.0,9789939662749,2023.0,Armenian,Hard,32.0,1496,13,2548,Science Fiction,2.3
Գիտելիքների աշխարհում. Մեր մոլորակը,1000.0,9789939662732,2023.0,Armenian,Hard,32.0,1496,13,2549,Mystery,2.2
Գիտելիքների աշխարհում. Մարդը և նրա մարմինը,1000.0,9789939662152,2023.0,Armenian,Hard,32.0,1496,13,2550,Mystery,3.3
Գիտելիքների աշխարհում. Կենդանիների աշխարհում,1000.0,9789939662107,2023.0,Armenian,Hard,32.0,1496,13,2551,Biography,1.2
Գիրք-փազլ․ Տերն ու ծառան,2900.0,9789939662466,2023.0,Armenian,Hard,14.0,1496,13,2552,Mystery,1.1
Գիտելիքների հանրագիտարան.Կենդանիներ,10900.0,9789939661803,2023.0,Armenian,Hard,288.0,1496,13,2553,History,3.4
Գիտելիքների հանրագիտարան.Գիտություն,8900.0,9789939662572,2023.0,Armenian,Hard,201.0,1496,13,2554,Romance,4.4
Գիտելիքների աշխարհում. Տիեզերք,1000.0,9789939662763,2023.0,Armenian,Hard,32.0,1496,13,2555,Fantasy,0.4
Գիտելիքների աշխարհում. Շների տեսակներ,1450.0,9789939662756,2023.0,Armenian,Hard,32.0,1496,13,2556,Fiction,0.0
Գիրք-փազլ․ Չարի վերջը,2900.0,9789939662459,2023.0,Armenian,Hard,14.0,1496,13,2557,Fantasy,1.6
"Գիտելիքների աշխարհում. Ինչ, որտեղ, ինչու",1450.0,9789939662053,2023.0,Armenian,Hard,32.0,1496,13,2558,Thriller,1.9
Գիտելիքների աշխարհում. Զարմանալի փաստեր,1000.0,9789939662084,2023.0,Armenian,Hard,32.0,1496,13,2559,Mystery,0.1
Գիտելիքների աշխարհում. Արեգակնային համակարգի մոլորակները,1000.0,9789939662718,2023.0,Armenian,Hard,32.0,1496,13,2560,Thriller,3.1
Գիտելիքների աշխարհում. Աշխարհում ամեն ինչի մասին,1000.0,9789939662077,2023.0,Armenian,Hard,32.0,1496,13,2561,Non-Fiction,3.7
Գիտելիքների աշխարհում. Աշխարհագրական հայտնագործություններ,1000.0,9789939662046,2023.0,Armenian,Hard,32.0,1496,13,2562,Self-Help,1.2
Գիտելիքների աշխարհում. Ամեն ինչ կատուների մասին,1000.0,9789939662701,2023.0,Armenian,Hard,32.0,1496,13,2563,Science Fiction,0.8
Գիտելիքների աշխարհում. 50 հարց ու պատասխան,1000.0,9789939662695,2023.0,Armenian,Hard,32.0,1496,13,2564,History,2.8
Բոքոնիկը․Գիրք- համայնապատկեր,2400.0,9789939663241,2023.0,Armenian,,8.0,1496,13,2565,Fiction,0.8
Փնտրիր և գտիր․ Հերոսներ և լեգենդներ,2900.0,9789939662237,2023.0,Armenian,Hard,36.0,1496,13,2566,Non-Fiction,2.3
Փնտրիր և գտիր․ Աշխարհի քաղաքները,1500.0,9789939662244,2023.0,Armenian,Hard,36.0,1496,13,2567,Non-Fiction,4.2
Տիեզերական թռիչք․Գիրք - համայնապատկեր,2400.0,9789939663258,2023.0,Armenian,Soft,8.0,1496,13,2568,Fantasy,3.9
Իմ առաջին գիրքը. Վայրի կենդանիներ,1400.0,9789939661902,2023.0,Armenian,Hard,12.0,1496,13,2569,History,3.6
Սովորում ենք Փոքրիկ իշխանի հետ․ Կապույտ,900.0,9789939661872,2023.0,Armenian,Soft,24.0,1496,13,2570,Self-Help,4.2
Սովորում ենք Փոքրիկ իշխանի հետ․ Երկնագույն,900.0,9789939661889,2023.0,Armenian,Soft,24.0,1496,13,2571,History,2.0
Մեզ շրջապատող աշխարհը,1900.0,9789939662404,2023.0,Armenian,Hard,20.0,1496,13,2572,History,3.8
Իմ առաջին հեքիաթները․ Սպիտակաձյունիկը,1900.0,9789939662565,2023.0,Armenian,Hard,22.0,1496,13,2573,Fantasy,2.5
Իմ առաջին հեքիաթները․ Պինոկիո,1900.0,9789939662503,2023.0,Armenian,Hard,22.0,1496,13,2574,Mystery,0.2
Իմ առաջին հեքիաթները․ Մոխրոտը,1900.0,9789939662497,2023.0,Armenian,Hard,22.0,1496,13,2575,Thriller,2.8
Իմ առաջին հեքիաթները․ Մաուգլի,1900.0,9789939662541,2023.0,Armenian,Hard,22.0,1496,13,2576,Thriller,3.4
Իմ առաջին հեքիաթները․ Կոշկավոր կատուն,1900.0,9789939662534,2023.0,Armenian,Hard,22.0,1496,13,2577,Mystery,2.7
